drug1,drug2,cell,Synergy_Smean
19.0,29.0,55.0,2.1084578
29.0,19.0,56.0,0.7483579
19.0,29.0,56.0,0.7483579
29.0,19.0,57.0,3.6288388
19.0,29.0,57.0,3.6288388
29.0,19.0,58.0,41.20403
19.0,29.0,58.0,41.20403
29.0,19.0,59.0,11.408199
19.0,29.0,59.0,11.408199
29.0,19.0,60.0,10.746081
19.0,29.0,60.0,10.746081
29.0,19.0,61.0,-11.631194
19.0,29.0,61.0,-11.631194
29.0,19.0,62.0,14.532812
19.0,29.0,62.0,14.532812
29.0,19.0,63.0,9.333971
19.0,29.0,63.0,9.333971
29.0,19.0,64.0,9.380736
19.0,29.0,64.0,9.380736
29.0,19.0,65.0,8.657861
19.0,29.0,65.0,8.657861
29.0,19.0,66.0,2.5465486
19.0,29.0,66.0,2.5465486
29.0,19.0,67.0,-2.0572464
19.0,29.0,67.0,-2.0572464
29.0,19.0,68.0,12.227208
19.0,29.0,68.0,12.227208
29.0,19.0,69.0,6.495242
19.0,29.0,69.0,6.495242
5.0,14.0,38.0,6.375226
14.0,5.0,38.0,6.375226
5.0,14.0,39.0,4.081953
14.0,5.0,39.0,4.081953
5.0,14.0,40.0,30.12894
14.0,5.0,40.0,30.12894
5.0,14.0,41.0,3.319616
14.0,5.0,41.0,3.319616
5.0,14.0,42.0,7.5495276
14.0,5.0,42.0,7.5495276
5.0,14.0,43.0,-0.9599763
14.0,5.0,43.0,-0.9599763
5.0,14.0,44.0,-10.963021
14.0,5.0,44.0,-10.963021
5.0,14.0,45.0,6.8928933
14.0,5.0,45.0,6.8928933
5.0,14.0,46.0,5.050233
14.0,5.0,46.0,5.050233
5.0,14.0,47.0,-1.7889488
14.0,5.0,47.0,-1.7889488
5.0,14.0,48.0,45.432983
14.0,5.0,48.0,45.432983
5.0,14.0,49.0,-7.5087867
14.0,5.0,49.0,-7.5087867
5.0,14.0,50.0,0.037121806
14.0,5.0,50.0,0.037121806
5.0,14.0,51.0,-23.727196
14.0,5.0,51.0,-23.727196
5.0,14.0,52.0,-14.644253
14.0,5.0,52.0,-14.644253
5.0,14.0,53.0,-22.234037
14.0,5.0,53.0,-22.234037
5.0,14.0,54.0,-160.14758
14.0,5.0,54.0,-160.14758
5.0,14.0,55.0,0.19446339
14.0,5.0,55.0,0.19446339
5.0,14.0,56.0,16.822857
14.0,5.0,56.0,16.822857
5.0,14.0,57.0,-14.141473
14.0,5.0,57.0,-14.141473
5.0,14.0,58.0,-2.8979287
14.0,5.0,58.0,-2.8979287
5.0,14.0,59.0,4.0009294
14.0,5.0,59.0,4.0009294
5.0,14.0,60.0,20.406275
14.0,5.0,60.0,20.406275
5.0,14.0,61.0,-14.747843
14.0,5.0,61.0,-14.747843
5.0,14.0,62.0,9.952804
14.0,5.0,62.0,9.952804
5.0,14.0,63.0,-28.10018
14.0,5.0,63.0,-28.10018
5.0,14.0,64.0,-7.571239
14.0,5.0,64.0,-7.571239
5.0,14.0,65.0,4.0758576
14.0,5.0,65.0,4.0758576
5.0,14.0,66.0,-19.115578
14.0,5.0,66.0,-19.115578
5.0,14.0,67.0,-4.2080574
14.0,5.0,67.0,-4.2080574
5.0,14.0,68.0,7.302553
14.0,5.0,68.0,7.302553
5.0,14.0,69.0,15.658898
14.0,5.0,69.0,15.658898
30.0,0.0,38.0,-7.850259
0.0,30.0,38.0,-7.850259
30.0,0.0,39.0,10.105854
0.0,30.0,39.0,10.105854
30.0,0.0,40.0,8.46982
0.0,30.0,40.0,8.46982
30.0,0.0,41.0,1.9172708
0.0,30.0,41.0,1.9172708
30.0,0.0,42.0,4.5924473
0.0,30.0,42.0,4.5924473
30.0,0.0,43.0,14.442425
0.0,30.0,43.0,14.442425
30.0,0.0,44.0,12.825475
0.0,30.0,44.0,12.825475
30.0,0.0,45.0,5.968014
0.0,30.0,45.0,5.968014
30.0,0.0,46.0,6.4323516
0.0,30.0,46.0,6.4323516
30.0,0.0,47.0,9.97097
0.0,30.0,47.0,9.97097
30.0,0.0,48.0,9.996453
0.0,30.0,48.0,9.996453
30.0,0.0,49.0,4.9409285
0.0,30.0,49.0,4.9409285
30.0,0.0,50.0,0.36798677
0.0,30.0,50.0,0.36798677
30.0,0.0,51.0,-23.211157
0.0,30.0,51.0,-23.211157
30.0,0.0,52.0,0.08906753
0.0,30.0,52.0,0.08906753
30.0,0.0,53.0,-6.2088995
0.0,30.0,53.0,-6.2088995
30.0,0.0,54.0,-1.0660143
0.0,30.0,54.0,-1.0660143
30.0,0.0,55.0,-3.710739
0.0,30.0,55.0,-3.710739
30.0,0.0,56.0,0.27943605
0.0,30.0,56.0,0.27943605
30.0,0.0,57.0,-6.707802
0.0,30.0,57.0,-6.707802
30.0,0.0,58.0,-2.334874
0.0,30.0,58.0,-2.334874
30.0,0.0,59.0,-6.101227
0.0,30.0,59.0,-6.101227
30.0,0.0,60.0,1.8890297
0.0,30.0,60.0,1.8890297
30.0,0.0,61.0,0.6489991
0.0,30.0,61.0,0.6489991
30.0,0.0,62.0,-16.764893
0.0,30.0,62.0,-16.764893
30.0,0.0,63.0,7.4068246
0.0,30.0,63.0,7.4068246
30.0,0.0,64.0,6.5505953
0.0,30.0,64.0,6.5505953
30.0,0.0,65.0,6.146686
0.0,30.0,65.0,6.146686
30.0,0.0,66.0,-5.4789686
0.0,30.0,66.0,-5.4789686
30.0,0.0,67.0,18.456888
0.0,30.0,67.0,18.456888
30.0,0.0,68.0,9.302015
0.0,30.0,68.0,9.302015
30.0,0.0,69.0,6.4658628
0.0,30.0,69.0,6.4658628
30.0,1.0,38.0,9.266289
1.0,30.0,38.0,9.266289
30.0,1.0,39.0,6.1788263
1.0,30.0,39.0,6.1788263
30.0,1.0,40.0,9.373881
1.0,30.0,40.0,9.373881
30.0,1.0,41.0,-1.011516
1.0,30.0,41.0,-1.011516
30.0,1.0,42.0,6.649281
1.0,30.0,42.0,6.649281
30.0,1.0,43.0,7.643342
1.0,30.0,43.0,7.643342
30.0,1.0,44.0,1.450485
1.0,30.0,44.0,1.450485
30.0,1.0,45.0,3.4333997
1.0,30.0,45.0,3.4333997
30.0,1.0,46.0,15.489732
1.0,30.0,46.0,15.489732
30.0,1.0,47.0,12.031389
1.0,30.0,47.0,12.031389
30.0,1.0,48.0,16.865833
1.0,30.0,48.0,16.865833
30.0,1.0,49.0,8.227605
1.0,30.0,49.0,8.227605
30.0,1.0,50.0,2.1830058
1.0,30.0,50.0,2.1830058
30.0,1.0,51.0,7.91119
1.0,30.0,51.0,7.91119
30.0,1.0,52.0,20.848341
1.0,30.0,52.0,20.848341
30.0,1.0,53.0,-5.32803
1.0,30.0,53.0,-5.32803
30.0,1.0,54.0,-4.4136133
1.0,30.0,54.0,-4.4136133
30.0,1.0,55.0,3.832553
1.0,30.0,55.0,3.832553
30.0,1.0,56.0,7.991014
1.0,30.0,56.0,7.991014
30.0,1.0,57.0,-13.922836
1.0,30.0,57.0,-13.922836
30.0,1.0,58.0,33.924458
1.0,30.0,58.0,33.924458
30.0,1.0,59.0,0.24494919
1.0,30.0,59.0,0.24494919
30.0,1.0,60.0,2.9906034
1.0,30.0,60.0,2.9906034
30.0,1.0,61.0,-3.7130349
1.0,30.0,61.0,-3.7130349
30.0,1.0,62.0,10.531219
1.0,30.0,62.0,10.531219
30.0,1.0,63.0,1.8474993
1.0,30.0,63.0,1.8474993
30.0,1.0,64.0,14.352933
1.0,30.0,64.0,14.352933
30.0,1.0,65.0,3.2224064
1.0,30.0,65.0,3.2224064
30.0,1.0,66.0,10.890698
1.0,30.0,66.0,10.890698
30.0,1.0,67.0,19.385406
1.0,30.0,67.0,19.385406
30.0,1.0,68.0,13.517793
1.0,30.0,68.0,13.517793
30.0,1.0,69.0,3.7820356
1.0,30.0,69.0,3.7820356
30.0,2.0,38.0,2.5594018
2.0,30.0,38.0,2.5594018
30.0,2.0,39.0,7.7409835
2.0,30.0,39.0,7.7409835
30.0,2.0,40.0,32.272785
2.0,30.0,40.0,32.272785
30.0,2.0,41.0,9.842974
2.0,30.0,41.0,9.842974
30.0,2.0,42.0,18.452782
2.0,30.0,42.0,18.452782
30.0,2.0,43.0,6.2843547
2.0,30.0,43.0,6.2843547
30.0,2.0,44.0,7.394351
2.0,30.0,44.0,7.394351
30.0,2.0,45.0,8.409071
2.0,30.0,45.0,8.409071
30.0,2.0,46.0,30.631779
2.0,30.0,46.0,30.631779
30.0,2.0,47.0,13.2995405
2.0,30.0,47.0,13.2995405
30.0,2.0,48.0,58.91385
2.0,30.0,48.0,58.91385
30.0,2.0,49.0,10.418771
2.0,30.0,49.0,10.418771
30.0,2.0,50.0,13.969294
2.0,30.0,50.0,13.969294
30.0,2.0,51.0,-15.973045
2.0,30.0,51.0,-15.973045
30.0,2.0,52.0,16.560575
2.0,30.0,52.0,16.560575
30.0,2.0,53.0,3.3687396
2.0,30.0,53.0,3.3687396
30.0,2.0,54.0,-12.163924
2.0,30.0,54.0,-12.163924
30.0,2.0,55.0,0.53553015
2.0,30.0,55.0,0.53553015
30.0,2.0,56.0,1.8945328
2.0,30.0,56.0,1.8945328
30.0,2.0,57.0,-4.531476
2.0,30.0,57.0,-4.531476
30.0,2.0,58.0,7.1050143
2.0,30.0,58.0,7.1050143
30.0,2.0,59.0,-6.201509
2.0,30.0,59.0,-6.201509
30.0,2.0,60.0,5.8872867
2.0,30.0,60.0,5.8872867
30.0,2.0,61.0,-8.57653
2.0,30.0,61.0,-8.57653
30.0,2.0,62.0,-4.4675035
2.0,30.0,62.0,-4.4675035
30.0,2.0,63.0,15.459224
2.0,30.0,63.0,15.459224
30.0,2.0,64.0,2.361255
2.0,30.0,64.0,2.361255
30.0,2.0,65.0,6.7119727
2.0,30.0,65.0,6.7119727
30.0,2.0,66.0,21.576721
2.0,30.0,66.0,21.576721
30.0,2.0,67.0,77.42155
2.0,30.0,67.0,77.42155
30.0,2.0,68.0,20.25885
2.0,30.0,68.0,20.25885
30.0,2.0,69.0,25.214794
2.0,30.0,69.0,25.214794
30.0,3.0,38.0,-6.710786
3.0,30.0,38.0,-6.710786
30.0,3.0,39.0,-2.7261553
3.0,30.0,39.0,-2.7261553
30.0,3.0,40.0,-12.524967
3.0,30.0,40.0,-12.524967
30.0,3.0,41.0,-10.028281
3.0,30.0,41.0,-10.028281
30.0,3.0,42.0,-25.160805
3.0,30.0,42.0,-25.160805
30.0,3.0,43.0,-20.728804
3.0,30.0,43.0,-20.728804
30.0,3.0,44.0,-29.20216
3.0,30.0,44.0,-29.20216
30.0,3.0,45.0,-5.662637
3.0,30.0,45.0,-5.662637
30.0,3.0,46.0,-11.243105
3.0,30.0,46.0,-11.243105
30.0,3.0,47.0,-15.48976
3.0,30.0,47.0,-15.48976
30.0,3.0,48.0,5.766255
3.0,30.0,48.0,5.766255
30.0,3.0,49.0,3.7834141
3.0,30.0,49.0,3.7834141
30.0,3.0,50.0,-5.178434
3.0,30.0,50.0,-5.178434
30.0,3.0,51.0,-36.632973
3.0,30.0,51.0,-36.632973
30.0,3.0,52.0,-23.046175
3.0,30.0,52.0,-23.046175
30.0,3.0,53.0,-24.855991
3.0,30.0,53.0,-24.855991
30.0,3.0,54.0,-12.7654295
3.0,30.0,54.0,-12.7654295
30.0,3.0,55.0,-34.043015
3.0,30.0,55.0,-34.043015
30.0,3.0,56.0,-2.542692
3.0,30.0,56.0,-2.542692
30.0,3.0,57.0,-24.818155
3.0,30.0,57.0,-24.818155
30.0,3.0,58.0,-16.04004
3.0,30.0,58.0,-16.04004
30.0,3.0,59.0,-7.2287097
3.0,30.0,59.0,-7.2287097
30.0,3.0,60.0,-8.2430105
3.0,30.0,60.0,-8.2430105
30.0,3.0,61.0,-11.759711
3.0,30.0,61.0,-11.759711
30.0,3.0,62.0,-13.391015
3.0,30.0,62.0,-13.391015
30.0,3.0,63.0,-19.809128
3.0,30.0,63.0,-19.809128
30.0,3.0,64.0,-19.96632
3.0,30.0,64.0,-19.96632
30.0,3.0,65.0,1.7330383
3.0,30.0,65.0,1.7330383
30.0,3.0,66.0,8.152417
3.0,30.0,66.0,8.152417
30.0,3.0,67.0,9.316639
3.0,30.0,67.0,9.316639
30.0,3.0,68.0,-13.959359
3.0,30.0,68.0,-13.959359
30.0,3.0,69.0,-4.834704
3.0,30.0,69.0,-4.834704
30.0,4.0,38.0,2.442854
4.0,30.0,38.0,2.442854
30.0,4.0,39.0,31.398699
4.0,30.0,39.0,31.398699
30.0,4.0,40.0,0.8679373
4.0,30.0,40.0,0.8679373
30.0,4.0,41.0,27.897959
4.0,30.0,41.0,27.897959
30.0,4.0,42.0,25.757168
4.0,30.0,42.0,25.757168
30.0,4.0,43.0,24.078457
4.0,30.0,43.0,24.078457
30.0,4.0,44.0,7.003981
4.0,30.0,44.0,7.003981
30.0,4.0,45.0,19.449184
4.0,30.0,45.0,19.449184
30.0,4.0,46.0,-9.383592
4.0,30.0,46.0,-9.383592
30.0,4.0,47.0,24.271414
4.0,30.0,47.0,24.271414
30.0,4.0,48.0,27.22772
4.0,30.0,48.0,27.22772
30.0,4.0,49.0,40.488007
4.0,30.0,49.0,40.488007
30.0,4.0,50.0,4.296105
4.0,30.0,50.0,4.296105
30.0,4.0,51.0,50.06887
4.0,30.0,51.0,50.06887
30.0,4.0,52.0,41.576855
4.0,30.0,52.0,41.576855
30.0,4.0,53.0,-45.527386
4.0,30.0,53.0,-45.527386
30.0,4.0,54.0,3.8106263
4.0,30.0,54.0,3.8106263
30.0,4.0,55.0,37.630856
4.0,30.0,55.0,37.630856
30.0,4.0,56.0,12.123379
4.0,30.0,56.0,12.123379
30.0,4.0,57.0,11.052047
4.0,30.0,57.0,11.052047
30.0,4.0,58.0,60.1277
4.0,30.0,58.0,60.1277
30.0,4.0,59.0,2.6928763
4.0,30.0,59.0,2.6928763
30.0,4.0,60.0,27.200031
4.0,30.0,60.0,27.200031
30.0,4.0,61.0,5.2934995
4.0,30.0,61.0,5.2934995
30.0,4.0,62.0,2.6391335
4.0,30.0,62.0,2.6391335
30.0,4.0,63.0,11.691864
4.0,30.0,63.0,11.691864
30.0,4.0,64.0,9.895633
4.0,30.0,64.0,9.895633
30.0,4.0,65.0,36.68571
4.0,30.0,65.0,36.68571
30.0,4.0,66.0,42.523113
4.0,30.0,66.0,42.523113
30.0,4.0,67.0,47.20344
4.0,30.0,67.0,47.20344
30.0,4.0,68.0,13.106506
4.0,30.0,68.0,13.106506
30.0,4.0,69.0,22.687557
4.0,30.0,69.0,22.687557
30.0,5.0,38.0,-3.011384
5.0,30.0,38.0,-3.011384
30.0,5.0,39.0,-4.638984
5.0,30.0,39.0,-4.638984
30.0,5.0,40.0,-8.574267
5.0,30.0,40.0,-8.574267
30.0,5.0,41.0,-1.215932
5.0,30.0,41.0,-1.215932
30.0,5.0,42.0,6.8459888
5.0,30.0,42.0,6.8459888
30.0,5.0,43.0,2.1147237
5.0,30.0,43.0,2.1147237
30.0,5.0,44.0,-3.910276
5.0,30.0,44.0,-3.910276
30.0,5.0,45.0,-1.8433614
5.0,30.0,45.0,-1.8433614
30.0,5.0,46.0,-4.440088
5.0,30.0,46.0,-4.440088
30.0,5.0,47.0,-1.4169643
5.0,30.0,47.0,-1.4169643
30.0,5.0,48.0,-3.2175481
5.0,30.0,48.0,-3.2175481
30.0,5.0,49.0,-2.2887099
5.0,30.0,49.0,-2.2887099
30.0,5.0,50.0,-2.8497055
5.0,30.0,50.0,-2.8497055
30.0,5.0,51.0,4.8561325
5.0,30.0,51.0,4.8561325
30.0,5.0,52.0,-11.224342
5.0,30.0,52.0,-11.224342
30.0,5.0,53.0,0.8836829
5.0,30.0,53.0,0.8836829
30.0,5.0,54.0,-15.256489
5.0,30.0,54.0,-15.256489
30.0,5.0,55.0,-11.46927
5.0,30.0,55.0,-11.46927
30.0,5.0,56.0,0.4080093
5.0,30.0,56.0,0.4080093
30.0,5.0,57.0,-14.139566
5.0,30.0,57.0,-14.139566
30.0,5.0,58.0,-14.5249195
5.0,30.0,58.0,-14.5249195
30.0,5.0,59.0,-5.7922587
5.0,30.0,59.0,-5.7922587
30.0,5.0,60.0,0.23418307
5.0,30.0,60.0,0.23418307
30.0,5.0,61.0,-9.459007
5.0,30.0,61.0,-9.459007
30.0,5.0,62.0,-0.7397135
5.0,30.0,62.0,-0.7397135
30.0,5.0,63.0,-8.763347
5.0,30.0,63.0,-8.763347
30.0,5.0,64.0,-13.50683
5.0,30.0,64.0,-13.50683
30.0,5.0,65.0,0.7270792
5.0,30.0,65.0,0.7270792
30.0,5.0,66.0,-10.203745
5.0,30.0,66.0,-10.203745
30.0,5.0,67.0,5.257176
5.0,30.0,67.0,5.257176
30.0,5.0,68.0,-19.792818
5.0,30.0,68.0,-19.792818
30.0,5.0,69.0,1.935598
5.0,30.0,69.0,1.935598
30.0,6.0,38.0,3.0785296
6.0,30.0,38.0,3.0785296
30.0,6.0,39.0,9.169322
6.0,30.0,39.0,9.169322
30.0,6.0,40.0,-5.4091916
6.0,30.0,40.0,-5.4091916
30.0,6.0,41.0,-5.677251
6.0,30.0,41.0,-5.677251
30.0,6.0,42.0,-31.56962
6.0,30.0,42.0,-31.56962
30.0,6.0,43.0,-19.256224
6.0,30.0,43.0,-19.256224
30.0,6.0,44.0,-4.488326
6.0,30.0,44.0,-4.488326
30.0,6.0,45.0,15.813712
6.0,30.0,45.0,15.813712
30.0,6.0,46.0,9.040954
6.0,30.0,46.0,9.040954
30.0,6.0,47.0,6.1397276
6.0,30.0,47.0,6.1397276
30.0,6.0,48.0,-4.9415355
6.0,30.0,48.0,-4.9415355
30.0,6.0,49.0,21.365068
6.0,30.0,49.0,21.365068
30.0,6.0,50.0,-1.302458
6.0,30.0,50.0,-1.302458
30.0,6.0,51.0,-1.179212
6.0,30.0,51.0,-1.179212
30.0,6.0,52.0,11.015124
6.0,30.0,52.0,11.015124
30.0,6.0,53.0,21.0618
6.0,30.0,53.0,21.0618
30.0,6.0,54.0,4.90691
6.0,30.0,54.0,4.90691
30.0,6.0,55.0,-3.8243868
6.0,30.0,55.0,-3.8243868
30.0,6.0,56.0,7.8210917
6.0,30.0,56.0,7.8210917
30.0,6.0,57.0,-17.803345
6.0,30.0,57.0,-17.803345
30.0,6.0,58.0,-11.406055
6.0,30.0,58.0,-11.406055
30.0,6.0,59.0,-12.54225
6.0,30.0,59.0,-12.54225
30.0,6.0,60.0,11.135827
6.0,30.0,60.0,11.135827
30.0,6.0,61.0,-7.203985
6.0,30.0,61.0,-7.203985
30.0,6.0,62.0,-0.24509236
6.0,30.0,62.0,-0.24509236
30.0,6.0,63.0,-7.5893903
6.0,30.0,63.0,-7.5893903
30.0,6.0,64.0,-21.427938
6.0,30.0,64.0,-21.427938
30.0,6.0,65.0,4.873495
6.0,30.0,65.0,4.873495
30.0,6.0,66.0,31.142498
6.0,30.0,66.0,31.142498
30.0,6.0,67.0,23.911413
6.0,30.0,67.0,23.911413
30.0,6.0,68.0,16.179775
6.0,30.0,68.0,16.179775
30.0,6.0,69.0,12.414475
6.0,30.0,69.0,12.414475
30.0,7.0,38.0,8.756346
7.0,30.0,38.0,8.756346
30.0,7.0,39.0,2.6976573
7.0,30.0,39.0,2.6976573
30.0,7.0,40.0,-6.025828
7.0,30.0,40.0,-6.025828
30.0,7.0,41.0,6.7688856
7.0,30.0,41.0,6.7688856
30.0,7.0,42.0,9.19221
7.0,30.0,42.0,9.19221
30.0,7.0,43.0,-11.369837
7.0,30.0,43.0,-11.369837
30.0,7.0,44.0,3.5733888
7.0,30.0,44.0,3.5733888
30.0,7.0,45.0,-3.9962974
7.0,30.0,45.0,-3.9962974
30.0,7.0,46.0,-2.4995399
7.0,30.0,46.0,-2.4995399
30.0,7.0,47.0,-0.73809683
7.0,30.0,47.0,-0.73809683
30.0,7.0,48.0,17.104906
7.0,30.0,48.0,17.104906
30.0,7.0,49.0,-8.242674
7.0,30.0,49.0,-8.242674
30.0,7.0,50.0,-7.5300984
7.0,30.0,50.0,-7.5300984
30.0,7.0,51.0,-39.58944
7.0,30.0,51.0,-39.58944
30.0,7.0,52.0,-13.405229
7.0,30.0,52.0,-13.405229
30.0,7.0,53.0,-9.219154
7.0,30.0,53.0,-9.219154
30.0,7.0,54.0,-23.631895
7.0,30.0,54.0,-23.631895
30.0,7.0,55.0,-13.930602
7.0,30.0,55.0,-13.930602
30.0,7.0,56.0,7.136395
7.0,30.0,56.0,7.136395
30.0,7.0,57.0,-7.27501
7.0,30.0,57.0,-7.27501
30.0,7.0,58.0,-4.884861
7.0,30.0,58.0,-4.884861
30.0,7.0,59.0,-14.696071
7.0,30.0,59.0,-14.696071
30.0,7.0,60.0,-7.962994
7.0,30.0,60.0,-7.962994
30.0,7.0,61.0,-3.0537038
7.0,30.0,61.0,-3.0537038
30.0,7.0,62.0,-4.096792
7.0,30.0,62.0,-4.096792
30.0,7.0,63.0,-10.2091465
7.0,30.0,63.0,-10.2091465
30.0,7.0,64.0,-7.552835
7.0,30.0,64.0,-7.552835
30.0,7.0,65.0,-3.8070009
7.0,30.0,65.0,-3.8070009
30.0,7.0,66.0,6.2719893
7.0,30.0,66.0,6.2719893
30.0,7.0,67.0,6.3488426
7.0,30.0,67.0,6.3488426
30.0,7.0,68.0,-13.656717
7.0,30.0,68.0,-13.656717
30.0,7.0,69.0,9.038323
7.0,30.0,69.0,9.038323
30.0,8.0,38.0,10.081128
8.0,30.0,38.0,10.081128
30.0,8.0,39.0,0.50678325
8.0,30.0,39.0,0.50678325
30.0,8.0,40.0,0.7977767
8.0,30.0,40.0,0.7977767
30.0,8.0,41.0,-4.164351
8.0,30.0,41.0,-4.164351
30.0,8.0,42.0,-15.488959
8.0,30.0,42.0,-15.488959
30.0,8.0,43.0,-20.82073
8.0,30.0,43.0,-20.82073
30.0,8.0,44.0,-10.6757345
8.0,30.0,44.0,-10.6757345
30.0,8.0,45.0,-7.1205907
8.0,30.0,45.0,-7.1205907
30.0,8.0,46.0,1.8223588
8.0,30.0,46.0,1.8223588
30.0,8.0,47.0,11.253317
8.0,30.0,47.0,11.253317
30.0,8.0,48.0,13.17164
8.0,30.0,48.0,13.17164
30.0,8.0,49.0,-5.77293
8.0,30.0,49.0,-5.77293
30.0,8.0,50.0,-5.7396445
8.0,30.0,50.0,-5.7396445
30.0,8.0,51.0,-33.3885
8.0,30.0,51.0,-33.3885
30.0,8.0,52.0,-16.182028
8.0,30.0,52.0,-16.182028
30.0,8.0,53.0,-8.819111
8.0,30.0,53.0,-8.819111
30.0,8.0,54.0,-0.63390416
8.0,30.0,54.0,-0.63390416
30.0,8.0,55.0,-9.453447
8.0,30.0,55.0,-9.453447
30.0,8.0,56.0,3.0903783
8.0,30.0,56.0,3.0903783
30.0,8.0,57.0,-12.923944
8.0,30.0,57.0,-12.923944
30.0,8.0,58.0,-33.65089
8.0,30.0,58.0,-33.65089
30.0,8.0,59.0,-10.421989
8.0,30.0,59.0,-10.421989
30.0,8.0,60.0,-2.9953792
8.0,30.0,60.0,-2.9953792
30.0,8.0,61.0,-4.932395
8.0,30.0,61.0,-4.932395
30.0,8.0,62.0,-18.051971
8.0,30.0,62.0,-18.051971
30.0,8.0,63.0,-12.614715
8.0,30.0,63.0,-12.614715
30.0,8.0,64.0,-28.319298
8.0,30.0,64.0,-28.319298
30.0,8.0,65.0,0.50548977
8.0,30.0,65.0,0.50548977
30.0,8.0,66.0,-17.844202
8.0,30.0,66.0,-17.844202
30.0,8.0,67.0,8.724394
8.0,30.0,67.0,8.724394
30.0,8.0,68.0,-7.8565845
8.0,30.0,68.0,-7.8565845
30.0,8.0,69.0,-3.6518865
8.0,30.0,69.0,-3.6518865
30.0,9.0,38.0,6.132
9.0,30.0,38.0,6.132
30.0,9.0,39.0,9.197786
9.0,30.0,39.0,9.197786
30.0,9.0,40.0,0.07342611
9.0,30.0,40.0,0.07342611
30.0,9.0,41.0,-4.1668715
9.0,30.0,41.0,-4.1668715
30.0,9.0,42.0,-1.6780398
9.0,30.0,42.0,-1.6780398
30.0,9.0,43.0,5.5541644
9.0,30.0,43.0,5.5541644
30.0,9.0,44.0,5.681725
9.0,30.0,44.0,5.681725
30.0,9.0,45.0,15.682139
9.0,30.0,45.0,15.682139
30.0,9.0,46.0,16.906055
9.0,30.0,46.0,16.906055
30.0,9.0,47.0,-3.7087636
9.0,30.0,47.0,-3.7087636
30.0,9.0,48.0,4.3739915
9.0,30.0,48.0,4.3739915
30.0,9.0,49.0,27.36485
9.0,30.0,49.0,27.36485
30.0,9.0,50.0,-6.329958
9.0,30.0,50.0,-6.329958
30.0,9.0,51.0,1.2077206
9.0,30.0,51.0,1.2077206
30.0,9.0,52.0,8.466613
9.0,30.0,52.0,8.466613
30.0,9.0,53.0,5.7268357
9.0,30.0,53.0,5.7268357
30.0,9.0,54.0,12.681067
9.0,30.0,54.0,12.681067
30.0,9.0,55.0,-18.331915
9.0,30.0,55.0,-18.331915
30.0,9.0,56.0,9.485308
9.0,30.0,56.0,9.485308
30.0,9.0,57.0,-19.347294
9.0,30.0,57.0,-19.347294
30.0,9.0,58.0,-3.901454
9.0,30.0,58.0,-3.901454
30.0,9.0,59.0,-8.621104
9.0,30.0,59.0,-8.621104
30.0,9.0,60.0,12.942996
9.0,30.0,60.0,12.942996
30.0,9.0,61.0,3.984878
9.0,30.0,61.0,3.984878
30.0,9.0,62.0,2.5699701
9.0,30.0,62.0,2.5699701
30.0,9.0,63.0,4.2999268
9.0,30.0,63.0,4.2999268
30.0,9.0,64.0,4.529011
9.0,30.0,64.0,4.529011
30.0,9.0,65.0,17.547903
9.0,30.0,65.0,17.547903
30.0,9.0,66.0,35.194458
9.0,30.0,66.0,35.194458
30.0,9.0,67.0,42.375557
9.0,30.0,67.0,42.375557
30.0,9.0,68.0,18.687773
9.0,30.0,68.0,18.687773
30.0,9.0,69.0,9.975958
9.0,30.0,69.0,9.975958
30.0,10.0,38.0,1.8203105
10.0,30.0,38.0,1.8203105
30.0,10.0,39.0,9.424526
10.0,30.0,39.0,9.424526
30.0,10.0,40.0,22.14259
10.0,30.0,40.0,22.14259
30.0,10.0,41.0,10.8192425
10.0,30.0,41.0,10.8192425
30.0,10.0,42.0,6.3289723
10.0,30.0,42.0,6.3289723
30.0,10.0,43.0,-4.988732
10.0,30.0,43.0,-4.988732
30.0,10.0,44.0,9.307549
10.0,30.0,44.0,9.307549
30.0,10.0,45.0,9.102287
10.0,30.0,45.0,9.102287
30.0,10.0,46.0,27.558033
10.0,30.0,46.0,27.558033
30.0,10.0,47.0,24.334337
10.0,30.0,47.0,24.334337
30.0,10.0,48.0,21.602177
10.0,30.0,48.0,21.602177
30.0,10.0,49.0,22.723333
10.0,30.0,49.0,22.723333
30.0,10.0,50.0,0.5419157
10.0,30.0,50.0,0.5419157
30.0,10.0,51.0,12.825512
10.0,30.0,51.0,12.825512
30.0,10.0,52.0,26.886578
10.0,30.0,52.0,26.886578
30.0,10.0,53.0,13.729849
10.0,30.0,53.0,13.729849
30.0,10.0,54.0,4.8120265
10.0,30.0,54.0,4.8120265
30.0,10.0,55.0,6.2946415
10.0,30.0,55.0,6.2946415
30.0,10.0,56.0,4.4641366
10.0,30.0,56.0,4.4641366
30.0,10.0,57.0,3.7818637
10.0,30.0,57.0,3.7818637
30.0,10.0,58.0,0.6158719
10.0,30.0,58.0,0.6158719
30.0,10.0,59.0,-7.5316057
10.0,30.0,59.0,-7.5316057
30.0,10.0,60.0,21.877798
10.0,30.0,60.0,21.877798
30.0,10.0,61.0,-2.1564043
10.0,30.0,61.0,-2.1564043
30.0,10.0,62.0,14.345229
10.0,30.0,62.0,14.345229
30.0,10.0,63.0,25.298483
10.0,30.0,63.0,25.298483
30.0,10.0,64.0,1.9393035
10.0,30.0,64.0,1.9393035
