drug1,drug2,cell,Synergy_Smean
600,468,682,0.0865
468,600,682,0.0865
531,468,682,0.3875
468,531,682,0.3875
666,468,682,-2.5655
468,666,682,-2.5655
564,468,682,5.406
468,564,682,5.406
500,468,682,2.8655
468,500,682,2.8655
174,207,682,-0.3405
207,174,682,-0.3405
585,207,682,17.5655
207,585,682,17.5655
474,207,682,-0.3385
207,474,682,-0.3385
531,600,682,-0.87125
600,531,682,-0.87125
5,621,682,29.4965
621,5,682,29.4965
567,30,682,18.633
30,567,682,18.633
531,207,682,6.786
207,531,682,6.786
600,207,682,6.849
207,600,682,6.849
144,207,682,1.9115
207,144,682,1.9115
500,207,682,6.35
207,500,682,6.35
564,207,682,3.1655
207,564,682,3.1655
666,207,682,-1.743
207,666,682,-1.743
647,207,682,11.7575
207,647,682,11.7575
327,207,682,16.231
207,327,682,16.231
567,64,682,27.6575
64,567,682,27.6575
5,30,682,12.7195
30,5,682,12.7195
621,30,682,15.18
30,621,682,15.18
585,30,682,6.6735
30,585,682,6.6735
474,30,682,0.3295
30,474,682,0.3295
500,186,682,21.483
186,500,682,21.483
564,186,682,27.9845
186,564,682,27.9845
666,186,682,-4.2975
186,666,682,-4.2975
174,30,682,1.064
30,174,682,1.064
5,64,682,2.714
64,5,682,2.714
144,186,682,25.3655
186,144,682,25.3655
531,186,682,19.5555
186,531,682,19.5555
600,186,682,12.273
186,600,682,12.273
174,71,682,-3.9735
71,174,682,-3.9735
647,186,682,20.8975
186,647,682,20.8975
327,186,682,23.8265
186,327,682,23.8265
585,64,682,20.551
64,585,682,20.551
474,64,682,6.434
64,474,682,6.434
174,64,682,8.485
64,174,682,8.485
621,64,682,25.6405
64,621,682,25.6405
327,398,682,31.317
398,327,682,31.317
647,398,682,9.533
398,647,682,9.533
5,274,682,-0.9395
274,5,682,-0.9395
474,71,682,-4.1405
71,474,682,-4.1405
621,186,682,15.838
186,621,682,15.838
567,641,682,16.479
641,567,682,16.479
474,186,682,7.13
186,474,682,7.13
585,186,682,9.5415
186,585,682,9.5415
585,274,682,14.698
274,585,682,14.698
474,274,682,-7.7175
274,474,682,-7.7175
174,186,682,-0.3275
186,174,682,-0.3275
585,71,682,12.34
71,585,682,12.34
174,274,682,-3.794
274,174,682,-3.794
531,647,682,22.884
647,531,682,22.884
144,647,682,20.124
647,144,682,20.124
564,144,682,0.88425
144,564,682,0.88425
327,64,682,26.444
64,327,682,26.444
647,64,682,18.6235
64,647,682,18.6235
621,274,682,29.677
274,621,682,29.677
564,64,682,6.4595
64,564,682,6.4595
666,64,682,3.902
64,666,682,3.902
666,647,682,10.2445
647,666,682,10.2445
500,64,682,14.2675
64,500,682,14.2675
564,647,682,21.1785
647,564,682,21.1785
531,64,682,8.2125
64,531,682,8.2125
600,64,682,11.838
64,600,682,11.838
144,64,682,3.1695
64,144,682,3.1695
666,398,682,-0.322
398,666,682,-0.322
144,590,682,9.538
590,144,682,9.538
5,186,682,-3.359
186,5,682,-3.359
531,590,682,13.301
590,531,682,13.301
600,590,682,8.6375
590,600,682,8.6375
564,398,682,2.754
398,564,682,2.754
500,590,682,11.3435
590,500,682,11.3435
500,398,682,5.5485
398,500,682,5.5485
564,590,682,12.861
590,564,682,12.861
666,590,682,9.1165
590,666,682,9.1165
174,641,682,0.7195
641,174,682,0.7195
585,641,682,13.037
641,585,682,13.037
647,590,682,13.46
590,647,682,13.46
327,590,682,32.2715
590,327,682,32.2715
474,641,682,-0.899
641,474,682,-0.899
567,274,682,31.4855
274,567,682,31.4855
567,186,682,15.3135
186,567,682,15.3135
621,641,682,20.2245
641,621,682,20.2245
5,641,682,4.5625
641,5,682,4.5625
5,179,682,4.1495
179,5,682,4.1495
5,241,682,-2.37
241,5,682,-2.37
327,274,682,18.51
274,327,682,18.51
647,274,682,6.714
274,647,682,6.714
500,274,682,-1.0295
274,500,682,-1.0295
666,274,682,4.2565
274,666,682,4.2565
564,274,682,-1.402
274,564,682,-1.402
600,274,682,0.8195
274,600,682,0.8195
531,274,682,1.6885
274,531,682,1.6885
144,274,682,-0.549
274,144,682,-0.549
144,218,682,-2.5245
218,144,682,-2.5245
174,179,682,-2.4175
179,174,682,-2.4175
600,218,682,2.2755
218,600,682,2.2755
531,218,682,-0.353
218,531,682,-0.353
474,179,682,-5.828
179,474,682,-5.828
585,179,682,17.9285
179,585,682,17.9285
564,218,682,5.328
218,564,682,5.328
500,218,682,-1.041
218,500,682,-1.041
621,590,682,30.9755
590,621,682,30.9755
621,71,682,19.008
71,621,682,19.008
621,179,682,30.4655
179,621,682,30.4655
174,590,682,4.8885
590,174,682,4.8885
144,398,682,3.3585
398,144,682,3.3585
474,590,682,-0.4735
590,474,682,-0.4735
474,529,682,-4.7675
529,474,682,-4.7675
585,590,682,22.015
590,585,682,22.015
600,398,682,5.9095
398,600,682,5.9095
531,398,682,4.633
398,531,682,4.633
585,529,682,16.9065
529,585,682,16.9065
5,590,682,9.1005
590,5,682,9.1005
567,179,682,32.535
179,567,682,32.535
564,322,682,8.3605
322,564,682,8.3605
647,641,682,12.729
641,647,682,12.729
327,641,682,23.816
641,327,682,23.816
500,322,682,11.857
322,500,682,11.857
621,241,682,14.2465
241,621,682,14.2465
327,179,682,16.9265
179,327,682,16.9265
647,179,682,10.2995
179,647,682,10.2995
531,641,682,-0.0675
641,531,682,-0.0675
600,641,682,1.488
641,600,682,1.488
144,641,682,2.5065
641,144,682,2.5065
567,590,682,34.4495
590,567,682,34.4495
144,179,682,-7.0725
179,144,682,-7.0725
531,179,682,-2.359
179,531,682,-2.359
600,179,682,-5.179
179,600,682,-5.179
564,641,682,1.243
641,564,682,1.243
666,641,682,-2.6035
641,666,682,-2.6035
500,641,682,5.373
641,500,682,5.373
174,529,682,-1.41
529,174,682,-1.41
564,179,682,-0.942
179,564,682,-0.942
666,179,682,-0.31
179,666,682,-0.31
500,179,682,-1.0955
179,500,682,-1.0955
531,322,682,14.158
322,531,682,14.158
600,322,682,12.0835
322,600,682,12.0835
144,322,682,12.658
322,144,682,12.658
585,241,682,8.7945
241,585,682,8.7945
474,241,682,0.3655
241,474,682,0.3655
531,585,682,16.771
585,531,682,16.771
174,241,682,0.68
241,174,682,0.68
144,585,682,21.52
585,144,682,21.52
621,529,682,26.9275
529,621,682,26.9275
564,585,682,18.6345
585,564,682,18.6345
666,585,682,13.921
585,666,682,13.921
5,529,682,-2.5595
529,5,682,-2.5595
327,585,682,8.91
585,327,682,8.91
647,585,682,17.441
585,647,682,17.441
567,398,682,29.7085
398,567,682,29.7085
327,71,682,23.047
71,327,682,23.047
647,71,682,8.5015
71,647,682,8.5015
144,621,682,24.5355
621,144,682,24.5355
531,621,682,22.6565
621,531,682,22.6565
647,49,682,10.6855
49,647,682,10.6855
327,49,682,16.289
49,327,682,16.289
144,71,682,-1.352
71,144,682,-1.352
564,621,682,22.729
621,564,682,22.729
666,621,682,23.028
621,666,682,23.028
600,71,682,3.3505
71,600,682,3.3505
531,71,682,-1.9005
71,531,682,-1.9005
531,49,682,-1.884
49,531,682,-1.884
600,49,682,-3.2735
49,600,682,-3.2735
647,621,682,21.785
621,647,682,21.785
327,621,682,18.984
621,327,682,18.984
500,241,682,8.5745
241,500,682,8.5745
666,241,682,-1.1985
241,666,682,-1.1985
564,241,682,7.4075
241,564,682,7.4075
144,49,682,-3.433
49,144,682,-3.433
666,71,682,-2.1505
71,666,682,-2.1505
564,71,682,5.431
71,564,682,5.431
500,71,682,2.073
71,500,682,2.073
564,49,682,1.5995
49,564,682,1.5995
666,49,682,0.422
49,666,682,0.422
500,49,682,1.663
49,500,682,1.663
600,241,682,3.4935
241,600,682,3.4935
531,241,682,0.8795
241,531,682,0.8795
144,241,682,-5.3105
241,144,682,-5.3105
5,398,682,3.8475
398,5,682,3.8475
327,241,682,6.28
241,327,682,6.28
474,398,682,-2.172
398,474,682,-2.172
585,398,682,17.6945
398,585,682,17.6945
174,398,682,4.1475
398,174,682,4.1475
327,474,682,6.825
474,327,682,6.825
647,474,682,9.6835
474,647,682,9.6835
621,398,682,28.704
398,621,682,28.704
621,585,682,27.775
585,621,682,27.775
474,353,682,-2.938
353,474,682,-2.938
585,353,682,17.187
353,585,682,17.187
174,353,682,0.9825
353,174,682,0.9825
5,49,682,2.6535
49,5,682,2.6535
621,353,682,24.82
353,621,682,24.82
564,474,682,3.9
474,564,682,3.9
5,353,682,-0.3005
353,5,682,-0.3005
666,474,682,0.116
474,666,682,0.116
327,599,682,23.07
599,327,682,23.07
647,599,682,11.6985
599,647,682,11.6985
174,49,682,-0.0205
49,174,682,-0.0205
567,644,682,14.8
644,567,682,14.8
585,49,682,8.875
49,585,682,8.875
531,599,682,-1.9535
599,531,682,-1.9535
600,599,682,1.5755
599,600,682,1.5755
567,353,682,25.0355
353,567,682,25.0355
474,49,682,1.193
49,474,682,1.193
144,599,682,-2.76
599,144,682,-2.76
621,49,682,21.4165
49,621,682,21.4165
500,599,682,3.3115
599,500,682,3.3115
567,621,682,28.427
621,567,682,28.427
564,599,682,0.1285
599,564,682,0.1285
666,599,682,3.544
599,666,682,3.544
144,589,682,-4.244
589,144,682,-4.244
531,589,682,2.0905
589,531,682,2.0905
600,589,682,2.249
589,600,682,2.249
500,589,682,2.077
589,500,682,2.077
621,644,682,13.3095
644,621,682,13.3095
564,589,682,5.639
589,564,682,5.639
666,589,682,-1.26
589,666,682,-1.26
567,49,682,13.324
49,567,682,13.324
174,585,682,20.413
585,174,682,20.413
647,589,682,10.6135
589,647,682,10.6135
327,589,682,22.9935
589,327,682,22.9935
474,644,682,-5.826
644,474,682,-5.826
585,644,682,1.3295
644,585,682,1.3295
174,644,682,-2.203
644,174,682,-2.203
621,474,682,24.852
474,621,682,24.852
174,599,682,-3.569
599,174,682,-3.569
585,599,682,9.7555
599,585,682,9.7555
474,599,682,0.2345
599,474,682,0.2345
144,474,682,3.032
474,144,682,3.032
621,599,682,20.446
599,621,682,20.446
327,353,682,17.743
353,327,682,17.743
5,644,682,-3.302
644,5,682,-3.302
647,353,682,11.262
353,647,682,11.262
500,353,682,7.2835
353,500,682,7.2835
5,599,682,7.405
599,5,682,7.405
564,353,682,5.0135
353,564,682,5.0135
666,353,682,-0.033
353,666,682,-0.033
531,474,682,6.985
474,531,682,6.985
144,353,682,0.251
353,144,682,0.251
531,353,682,0.2225
353,531,682,0.2225
600,353,682,4.508
353,600,682,4.508
474,585,682,13.6745
585,474,682,13.6745
567,599,682,23.0525
599,567,682,23.0525
567,589,682,24.916
589,567,682,24.916
647,327,682,16.744
327,647,682,16.744
531,327,682,-2.8485
327,531,682,-2.8485
144,327,682,-3.825
327,144,682,-3.825
5,589,682,-2.989
589,5,682,-2.989
666,327,682,1.3445
327,666,682,1.3445
564,327,682,-4.2665
327,564,682,-4.2665
666,644,682,-0.4125
644,666,682,-0.4125
564,644,682,-2.4235
644,564,682,-2.4235
500,644,682,7.8765
644,500,682,7.8765
621,589,682,24.4175
589,621,682,24.4175
174,474,682,-3.266
474,174,682,-3.266
144,644,682,3.647
644,144,682,3.647
600,644,682,-0.86
644,600,682,-0.86
531,644,682,5.918
644,531,682,5.918
174,589,682,-2.4945
589,174,682,-2.4945
647,5,682,14.542
5,647,682,14.542
327,5,682,16.824
5,327,682,16.824
5,519,682,1.061
519,5,682,1.061
474,589,682,0.2415
589,474,682,0.2415
564,5,682,10.0695
5,564,682,10.0695
647,644,682,14.062
644,647,682,14.062
666,5,682,8.1345
5,666,682,8.1345
327,644,682,9.755
644,327,682,9.755
585,589,682,14.694
589,585,682,14.694
144,5,682,7.389
5,144,682,7.389
531,5,682,10.975
5,531,682,10.975
474,519,682,-5.013
519,474,682,-5.013
585,519,682,26.506
519,585,682,26.506
174,519,682,-4.527
519,174,682,-4.527
621,519,682,31.0625
519,621,682,31.0625
647,272,682,9.64
272,647,682,9.64
327,272,682,27.9815
272,327,682,27.9815
567,519,682,32.593
519,567,682,32.593
567,5,682,21.2085
5,567,682,21.2085
144,272,682,-4.3945
272,144,682,-4.3945
531,272,682,1.1915
272,531,682,1.1915
600,272,682,2.132
272,600,682,2.132
500,272,682,5.6115
272,500,682,5.6115
564,272,682,1.928
272,564,682,1.928
666,272,682,-1.748
272,666,682,-1.748
567,474,682,29.7175
474,567,682,29.7175
327,519,682,15.1065
519,327,682,15.1065
564,519,682,-3.6555
519,564,682,-3.6555
666,519,682,-2.4145
519,666,682,-2.4145
500,519,682,3.5695
519,500,682,3.5695
5,585,682,17.542
585,5,682,17.542
144,519,682,-8.6615
519,144,682,-8.6615
531,519,682,1.0585
519,531,682,1.0585
600,519,682,1.9225
519,600,682,1.9225
647,529,682,9.2155
529,647,682,9.2155
327,529,682,10.3715
529,327,682,10.3715
567,272,682,21.5005
272,567,682,21.5005
474,217,682,-2.308
217,474,682,-2.308
585,217,682,16.038
217,585,682,16.038
174,217,682,-3.1805
217,174,682,-3.1805
567,585,682,22.389
585,567,682,22.389
5,272,682,2.1555
272,5,682,2.1555
621,217,682,27.086
217,621,682,27.086
500,529,682,2.5145
529,500,682,2.5145
567,71,682,21.4305
71,567,682,21.4305
564,529,682,-1.4575
529,564,682,-1.4575
666,529,682,-1.363
529,666,682,-1.363
5,217,682,3.328
217,5,682,3.328
174,272,682,-2.9865
272,174,682,-2.9865
474,272,682,0.0935
272,474,682,0.0935
585,272,682,17.106
272,585,682,17.106
621,272,682,22.888
272,621,682,22.888
567,217,682,22.9135
217,567,682,22.9135
144,529,682,-6.932
529,144,682,-6.932
531,666,682,4.3225
666,531,682,4.3225
144,666,682,0.2565
666,144,682,0.2565
144,174,682,0.575
174,144,682,0.575
564,666,682,2.414
666,564,682,2.414
531,174,682,4.733
174,531,682,4.733
666,174,682,-0.172
174,666,682,-0.172
564,174,682,1.0215
174,564,682,1.0215
531,529,682,-1.8925
529,531,682,-1.8925
600,529,682,-2.825
529,600,682,-2.825
647,174,682,4.9895
174,647,682,4.9895
327,174,682,0.4725
174,327,682,0.4725
5,474,682,5.0105
474,5,682,5.0105
531,618,682,-2.609
618,531,682,-2.609
600,618,682,-0.131
618,600,682,-0.131
144,618,682,-4.3305
618,144,682,-4.3305
500,618,682,-0.7365
618,500,682,-0.7365
564,618,682,0.069
618,564,682,0.069
567,468,682,16.336
468,567,682,16.336
378,191,682,13.4815
191,378,682,13.4815
647,294,682,1.958
294,647,682,1.958
647,378,682,1.411
378,647,682,1.411
647,357,682,11.5995
357,647,682,11.5995
647,236,682,6.764
236,647,682,6.764
647,545,682,30.443
545,647,682,30.443
647,65,682,4.788
65,647,682,4.788
241,191,682,13.8095
191,241,682,13.8095
357,191,682,29.568
191,357,682,29.568
647,191,683,-6.1645
191,647,683,-6.1645
647,294,683,0.7375
294,647,683,0.7375
647,378,683,-18.7295
378,647,683,-18.7295
647,241,683,-7.1215
241,647,683,-7.1215
647,357,683,4.192
357,647,683,4.192
647,519,683,-1.0175
519,647,683,-1.0175
647,600,683,-16.7205
600,647,683,-16.7205
647,236,683,-5.7375
236,647,683,-5.7375
647,545,683,14.5525
545,647,683,14.5525
647,65,683,7.6015
65,647,683,7.6015
647,468,683,18.312
468,647,683,18.312
378,191,684,26.2915
191,378,684,26.2915
647,191,684,29.702
191,647,684,29.702
241,191,684,22.5105
191,241,684,22.5105
357,191,684,27.5
191,357,684,27.5
378,191,685,19.0815
191,378,685,19.0815
647,294,685,17.9915
294,647,685,17.9915
647,378,685,22.641
378,647,685,22.641
647,241,685,20.4975
241,647,685,20.4975
647,357,685,14.35
357,647,685,14.35
647,519,685,20.028
519,647,685,20.028
647,600,685,24.2435
600,647,685,24.2435
647,236,685,18.851
236,647,685,18.851
647,545,685,8.692
545,647,685,8.692
647,65,685,27.128
65,647,685,27.128
647,468,685,14.273
468,647,685,14.273
241,191,685,21.0355
191,241,685,21.0355
357,191,685,22.931
191,357,685,22.931
378,191,686,11.9325
191,378,686,11.9325
647,294,686,-9.2075
294,647,686,-9.2075
647,378,686,1.416
378,647,686,1.416
647,241,686,11.6815
241,647,686,11.6815
647,357,686,-3.1325
357,647,686,-3.1325
647,519,686,1.721
519,647,686,1.721
647,600,686,44.9545
600,647,686,44.9545
647,236,686,23.928
236,647,686,23.928
647,545,686,28.764
545,647,686,28.764
647,65,686,-6.974
65,647,686,-6.974
647,468,686,32.889
468,647,686,32.889
241,191,686,37.617
191,241,686,37.617
357,191,686,21.2985
191,357,686,21.2985
378,191,687,5.5165
191,378,687,5.5165
241,191,687,19.3395
191,241,687,19.3395
357,191,687,22.649
191,357,687,22.649
378,191,688,3.804
191,378,688,3.804
647,191,688,21.582
191,647,688,21.582
241,191,688,14.7515
191,241,688,14.7515
357,191,688,27.727
191,357,688,27.727
378,191,689,22.6285
191,378,689,22.6285
647,294,689,7.758
294,647,689,7.758
647,378,689,9.831
378,647,689,9.831
647,241,689,25.4165
241,647,689,25.4165
647,357,689,22.574
357,647,689,22.574
647,519,689,17.9025
519,647,689,17.9025
647,600,689,16.2735
600,647,689,16.2735
647,236,689,22.8455
236,647,689,22.8455
647,545,689,1.4765
545,647,689,1.4765
647,65,689,14.162
65,647,689,14.162
647,468,689,26.296
468,647,689,26.296
241,191,689,24.091
191,241,689,24.091
357,191,689,26.097
191,357,689,26.097
647,191,690,29.122
191,647,690,29.122
647,294,690,1.4715
294,647,690,1.4715
647,378,690,20.3515
378,647,690,20.3515
647,241,690,44.738
241,647,690,44.738
647,357,690,20.6335
357,647,690,20.6335
647,519,690,20.813
519,647,690,20.813
647,600,690,14.3245
600,647,690,14.3245
647,236,690,29.9245
236,647,690,29.9245
647,545,690,23.6385
545,647,690,23.6385
647,65,690,5.7395
65,647,690,5.7395
647,468,690,41.6555
468,647,690,41.6555
378,191,691,31.5495
191,378,691,31.5495
647,191,691,32.835
191,647,691,32.835
241,191,691,34.235
191,241,691,34.235
357,191,691,19.349
191,357,691,19.349
378,191,692,36.259
191,378,692,36.259
647,191,692,44.182
191,647,692,44.182
241,191,692,47.259
191,241,692,47.259
357,191,692,17.095
191,357,692,17.095
378,191,693,14.2885
191,378,693,14.2885
647,191,693,30.822
191,647,693,30.822
241,191,693,39.723
191,241,693,39.723
357,191,693,9.2785
191,357,693,9.2785
378,191,694,-3.383
191,378,694,-3.383
647,191,694,13.1215
191,647,694,13.1215
241,191,694,12.841
191,241,694,12.841
357,191,694,20.2935
191,357,694,20.2935
647,191,695,47.041
191,647,695,47.041
647,294,695,-10.6065
294,647,695,-10.6065
647,378,695,30.2515
378,647,695,30.2515
647,241,695,18.962
241,647,695,18.962
647,357,695,-6.702
357,647,695,-6.702
647,519,695,32.856
519,647,695,32.856
647,600,695,35.465
600,647,695,35.465
647,236,695,36.751
236,647,695,36.751
647,545,695,11.5045
545,647,695,11.5045
647,65,695,17.969
65,647,695,17.969
647,468,695,19.642
468,647,695,19.642
378,191,696,22.4245
191,378,696,22.4245
647,294,696,3.7845
294,647,696,3.7845
647,378,696,17.0555
378,647,696,17.0555
647,241,696,21.014
241,647,696,21.014
647,357,696,16.1095
357,647,696,16.1095
647,519,696,39.164
519,647,696,39.164
647,600,696,11.077
600,647,696,11.077
647,236,696,15.1555
236,647,696,15.1555
647,545,696,13.915
545,647,696,13.915
647,65,696,11.051
65,647,696,11.051
647,468,696,36.744
468,647,696,36.744
241,191,696,25.9485
191,241,696,25.9485
357,191,696,29.503
191,357,696,29.503
378,191,697,24.3785
191,378,697,24.3785
647,191,697,16.096
191,647,697,16.096
241,191,697,24.8205
191,241,697,24.8205
357,191,697,22.9645
191,357,697,22.9645
378,191,698,13.5535
191,378,698,13.5535
647,191,698,27.457
191,647,698,27.457
241,191,698,11.3235
191,241,698,11.3235
357,191,698,0.385
191,357,698,0.385
378,191,699,9.2075
191,378,699,9.2075
647,191,699,23.7435
191,647,699,23.7435
241,191,699,29.3725
191,241,699,29.3725
357,191,699,30.746
191,357,699,30.746
647,191,700,16.6065
191,647,700,16.6065
647,294,700,-4.103
294,647,700,-4.103
647,378,700,6.6935
378,647,700,6.6935
647,241,700,16.111
241,647,700,16.111
647,357,700,5.613
357,647,700,5.613
647,519,700,7.606
519,647,700,7.606
647,600,700,39.663
600,647,700,39.663
647,236,700,3.3885
236,647,700,3.3885
647,545,700,5.188
545,647,700,5.188
647,65,700,30.827
65,647,700,30.827
647,468,700,11.6275
468,647,700,11.6275
272,218,701,38.2195
218,272,701,38.2195
322,218,701,-7.7075
218,322,701,-7.7075
186,179,701,6.8645
179,186,701,6.8645
612,218,701,10.8825
218,612,701,10.8825
612,207,701,7.108
207,612,701,7.108
217,519,701,7.7195
519,217,701,7.7195
589,353,701,38.521
353,589,701,38.521
207,241,701,7.3915
241,207,701,7.3915
217,71,701,-4.787
71,217,701,-4.787
612,641,701,1.0085
641,612,701,1.0085
335,241,701,7.8325
241,335,701,7.8325
322,71,701,30.7005
71,322,701,30.7005
243,186,701,1.3955
186,243,701,1.3955
589,71,701,-5.914
71,589,701,-5.914
644,641,701,18.238
641,644,701,18.238
272,468,701,46.2375
468,272,701,46.2375
519,322,701,41.563
322,519,701,41.563
398,274,701,-0.4175
274,398,701,-0.4175
612,519,701,20.3865
519,612,701,20.3865
243,529,701,61.0305
529,243,701,61.0305
272,179,701,3.0775
179,272,701,3.0775
644,353,701,44.6345
353,644,701,44.6345
589,641,701,-4.925
641,589,701,-4.925
186,641,701,13.44
641,186,701,13.44
335,186,701,52.146
186,335,701,52.146
612,274,701,-8.9265
274,612,701,-8.9265
71,218,701,-3.1075
218,71,701,-3.1075
398,529,701,-4.3595
529,398,701,-4.3595
241,641,701,1.492
641,241,701,1.492
621,218,701,13.458
218,621,701,13.458
218,274,701,16.9745
274,218,701,16.9745
335,30,701,3.336
30,335,701,3.336
621,322,701,25.9505
322,621,701,25.9505
589,322,701,44.1005
322,589,701,44.1005
589,186,701,-3.879
186,589,701,-3.879
519,71,701,28.3945
71,519,701,28.3945
589,64,701,24.4795
64,589,701,24.4795
186,590,701,37.1765
590,186,701,37.1765
322,179,701,19.7925
179,322,701,19.7925
71,398,701,-2.6095
398,71,701,-2.6095
241,49,701,-2.5825
49,241,701,-2.5825
612,618,701,19.8635
618,612,701,19.8635
186,207,701,38.1615
207,186,701,38.1615
335,322,701,64.2595
322,335,701,64.2595
519,207,701,-0.467
207,519,701,-0.467
186,71,701,11.2
71,186,701,11.2
612,335,701,3.1835
335,612,701,3.1835
612,529,701,6.8465
529,612,701,6.8465
71,590,701,10.7565
590,71,701,10.7565
644,599,701,12.19
599,644,701,12.19
589,217,701,1.9315
217,589,701,1.9315
241,529,701,3.618
529,241,701,3.618
207,30,701,3.436
30,207,701,3.436
612,327,701,46.1075
327,612,701,46.1075
179,529,701,10.252
529,179,701,10.252
612,71,701,15.3045
71,612,701,15.3045
49,599,701,2.0275
599,49,701,2.0275
335,641,701,-2.4705
641,335,701,-2.4705
589,599,701,-5.8335
599,589,701,-5.8335
335,353,701,9.9695
353,335,701,9.9695
241,272,701,-0.513
272,241,701,-0.513
644,274,701,21.7385
274,644,701,21.7385
519,468,701,3.9105
468,519,701,3.9105
217,30,701,5.435
30,217,701,5.435
5,218,701,7.115
218,5,701,7.115
612,666,701,-13.952
666,612,701,-13.952
71,179,701,7.1825
179,71,701,7.1825
590,179,701,11.4565
179,590,701,11.4565
589,529,701,-2.471
529,589,701,-2.471
71,272,701,6.9285
272,71,701,6.9285
612,398,701,7.144
398,612,701,7.144
335,590,701,3.4975
590,335,701,3.4975
207,179,701,1.1205
179,207,701,1.1205
590,274,701,4.7205
274,590,701,4.7205
217,398,701,-2.328
398,217,701,-2.328
599,641,701,1.9475
641,599,701,1.9475
174,618,701,22.5355
618,174,701,22.5355
335,618,701,3.8335
618,335,701,3.8335
207,218,701,-2.2375
218,207,701,-2.2375
186,599,701,38.868
599,186,701,38.868
590,49,701,7.176
49,590,701,7.176
335,468,701,3.256
468,335,701,3.256
64,179,701,21.627
179,64,701,21.627
327,218,701,28.715
218,327,701,28.715
353,590,701,6.494
590,353,701,6.494
322,30,701,34.484
30,322,701,34.484
644,186,701,19.221
186,644,701,19.221
585,618,701,-0.3535
618,585,701,-0.3535
519,30,701,6.3995
30,519,701,6.3995
519,49,701,23.6835
49,519,701,23.6835
30,529,701,2.081
529,30,701,2.081
590,641,701,7.9825
641,590,701,7.9825
30,179,701,0.5315
179,30,701,0.5315
218,618,701,65.019
618,218,701,65.019
71,241,701,2.881
241,71,701,2.881
612,243,701,55.9715
243,612,701,55.9715
179,641,701,65.3255
641,179,701,65.3255
71,30,701,-9.052
30,71,701,-9.052
398,618,701,-21.3445
618,398,701,-21.3445
612,590,701,-3.032
590,612,701,-3.032
612,241,701,8.1875
241,612,701,8.1875
599,468,701,33.5975
468,599,701,33.5975
186,468,701,8.1305
468,186,701,8.1305
612,186,701,42.745
186,612,701,42.745
49,272,701,11.3735
272,49,701,11.3735
174,322,701,28.9215
322,174,701,28.9215
207,274,701,-0.362
274,207,701,-0.362
612,179,701,-11.8295
179,612,701,-11.8295
30,272,701,-3.807
272,30,701,-3.807
644,30,701,7.889
30,644,701,7.889
353,274,701,3.196
274,353,701,3.196
243,468,701,34.3365
468,243,701,34.3365
589,49,701,0.621
49,589,701,0.621
599,618,701,-0.8115
618,599,701,-0.8115
612,272,701,0.6995
272,612,701,0.6995
30,590,701,7.327
590,30,701,7.327
589,274,701,0.6845
274,589,701,0.6845
612,621,701,30.9925
621,612,701,30.9925
612,567,701,40.715
567,612,701,40.715
218,335,701,6.0325
335,218,701,6.0325
64,468,701,34.865
468,64,701,34.865
644,49,701,18.9845
49,644,701,18.9845
353,30,701,49.5345
30,353,701,49.5345
217,49,701,1.5665
49,217,701,1.5665
353,71,701,1.389
71,353,701,1.389
612,30,701,51.166
30,612,701,51.166
322,49,701,-4.2965
49,322,701,-4.2965
243,618,701,12.961
618,243,701,12.961
589,335,701,-0.0135
335,589,701,-0.0135
589,519,701,19.21
519,589,701,19.21
71,618,701,4.8205
618,71,701,4.8205
519,618,701,32.5505
618,519,701,32.5505
647,218,701,20.895
218,647,701,20.895
612,468,701,12.3825
468,612,701,12.3825
243,590,701,0.6745
590,243,701,0.6745
30,641,701,1.881
641,30,701,1.881
186,322,701,33.474
322,186,701,33.474
207,618,701,1.87
618,207,701,1.87
612,322,701,31.7575
322,612,701,31.7575
612,585,701,28.6875
585,612,701,28.6875
71,529,701,-8.87
529,71,701,-8.87
666,218,701,19.231
218,666,701,19.231
241,468,701,9.6315
468,241,701,9.6315
641,618,701,13.0875
618,641,701,13.0875
590,529,701,-4.3625
529,590,701,-4.3625
217,207,701,-11.028
207,217,701,-11.028
335,49,701,-7.637
49,335,701,-7.637
64,398,701,33.2685
398,64,701,33.2685
243,179,701,54.387
179,243,701,54.387
218,599,701,6.7145
599,218,701,6.7145
322,529,701,26.789
529,322,701,26.789
243,71,701,-0.4515
71,243,701,-0.4515
64,49,701,28.9265
49,64,701,28.9265
207,49,701,-3.5385
49,207,701,-3.5385
335,599,701,-0.967
599,335,701,-0.967
567,322,701,23.987
322,567,701,23.987
241,599,701,-5.054
599,241,701,-5.054
274,179,701,-3.8815
179,274,701,-3.8815
243,218,701,-2.746
218,243,701,-2.746
644,71,701,20.3655
71,644,701,20.3655
519,641,701,21.2545
641,519,701,21.2545
398,641,701,-9.25
641,398,701,-9.25
5,618,701,26.6735
618,5,701,26.6735
327,322,701,16.7505
322,327,701,16.7505
644,241,701,20.397
241,644,701,20.397
585,322,701,34.0095
322,585,701,34.0095
612,49,701,6.7075
49,612,701,6.7075
64,641,701,25.384
641,64,701,25.384
353,398,701,-13.7595
398,353,701,-13.7595
474,322,701,35.114
322,474,701,35.114
64,274,701,45.988
274,64,701,45.988
272,274,701,-1.815
274,272,701,-1.815
274,641,701,18.3035
641,274,701,18.3035
241,398,701,1.971
398,241,701,1.971
